country,year,age,sex,suicides/100k
Argentina,1997,75+,0,39.78
Argentina,1997,55-74,0,20.29
Argentina,1997,35-54,0,12.73
Argentina,1997,25-34,0,8.66
Argentina,1997,15-24,0,8.13
Argentina,1997,75+,1,5.5
Argentina,1997,55-74,1,4.91
Argentina,1997,35-54,1,4.04
Argentina,1997,15-24,1,3.57
Argentina,1997,25-34,1,2.91
Argentina,1997,5-14,0,0.55
Argentina,1997,5-14,1,0.33
Argentina,1998,75+,0,39.87
Argentina,1998,55-74,0,22.77
Argentina,1998,35-54,0,12.73
Argentina,1998,15-24,0,10.08
Argentina,1998,25-34,0,10.05
Argentina,1998,75+,1,6
Argentina,1998,55-74,1,5.19
Argentina,1998,15-24,1,3.56
Argentina,1998,35-54,1,3.55
Argentina,1998,25-34,1,2.07
Argentina,1998,5-14,1,0.6
Argentina,1998,5-14,0,0.46
Argentina,1999,75+,0,39.55
Argentina,1999,55-74,0,23.46
Argentina,1999,35-54,0,13.47
Argentina,1999,15-24,0,10.82
Argentina,1999,25-34,0,10.42
Argentina,1999,55-74,1,5.02
Argentina,1999,75+,1,4.82
Argentina,1999,35-54,1,3.36
Argentina,1999,15-24,1,3.13
Argentina,1999,25-34,1,1.95
Argentina,1999,5-14,0,0.6
Argentina,1999,5-14,1,0.59
Argentina,2000,75+,0,44.18
Argentina,2000,55-74,0,25.8
Argentina,2000,35-54,0,14.11
Argentina,2000,15-24,0,14
Argentina,2000,25-34,0,12.72
Argentina,2000,55-74,1,4.82
Argentina,2000,75+,1,4.56
Argentina,2000,35-54,1,4.09
Argentina,2000,15-24,1,3.57
Argentina,2000,25-34,1,2.41
Argentina,2000,5-14,1,0.62
Argentina,2000,5-14,0,0.51
Argentina,2001,75+,0,45.66
Argentina,2001,55-74,0,27.94
Argentina,2001,15-24,0,15.58
Argentina,2001,35-54,0,15.08
Argentina,2001,25-34,0,14.02
Argentina,2001,75+,1,5.83
Argentina,2001,15-24,1,5.09
Argentina,2001,55-74,1,4.91
Argentina,2001,35-54,1,4.88
Argentina,2001,25-34,1,3.05
Argentina,2001,5-14,0,0.82
Argentina,2001,5-14,1,0.7
Argentina,2002,75+,0,41.31
Argentina,2002,55-74,0,25.76
Argentina,2002,15-24,0,16.27
Argentina,2002,25-34,0,14.94
Argentina,2002,35-54,0,14.77
Argentina,2002,55-74,1,6.35
Argentina,2002,75+,1,5.73
Argentina,2002,15-24,1,4.84
Argentina,2002,35-54,1,4.45
Argentina,2002,25-34,1,3.28
Argentina,2002,5-14,0,1.05
Argentina,2002,5-14,1,0.67
Argentina,2003,75+,0,46.75
Argentina,2003,55-74,0,23.83
Argentina,2003,15-24,0,19.15
Argentina,2003,25-34,0,16.02
Argentina,2003,35-54,0,14.75
Argentina,2003,75+,1,6.51
Argentina,2003,15-24,1,5.49
Argentina,2003,55-74,1,5.15
Argentina,2003,35-54,1,4.45
Argentina,2003,25-34,1,2.41
Argentina,2003,5-14,0,1.05
Argentina,2003,5-14,1,0.73
Argentina,2004,75+,0,38.25
Argentina,2004,55-74,0,20.33
Argentina,2004,15-24,0,19.59
Argentina,2004,25-34,0,15.19
Argentina,2004,35-54,0,13.98
Argentina,2004,15-24,1,4.88
Argentina,2004,55-74,1,4.7
Argentina,2004,75+,1,4.66
Argentina,2004,35-54,1,4.16
Argentina,2004,25-34,1,3.37
Argentina,2004,5-14,0,1.22
Argentina,2004,5-14,1,0.73
Argentina,2005,75+,0,37.43
Argentina,2005,55-74,0,19.52
Argentina,2005,15-24,0,19.08
Argentina,2005,25-34,0,15.01
Argentina,2005,35-54,0,12.43
Argentina,2005,55-74,1,5.47
Argentina,2005,75+,1,5.36
Argentina,2005,15-24,1,4.54
Argentina,2005,35-54,1,3.8
Argentina,2005,25-34,1,3.45
Argentina,2005,5-14,0,1.47
Argentina,2005,5-14,1,0.62
Argentina,2006,75+,0,39.68
Argentina,2006,15-24,0,19.54
Argentina,2006,55-74,0,19.17
Argentina,2006,25-34,0,15.74
Argentina,2006,35-54,0,13.34
Argentina,2006,15-24,1,5.35
Argentina,2006,55-74,1,3.85
Argentina,2006,35-54,1,3.52
Argentina,2006,25-34,1,3.42
Argentina,2006,75+,1,2.74
Argentina,2006,5-14,0,1.11
Argentina,2006,5-14,1,0.76
Argentina,2007,75+,0,35.43
Argentina,2007,15-24,0,17.07
Argentina,2007,55-74,0,16.96
Argentina,2007,25-34,0,15.68
Argentina,2007,35-54,0,12.87
Argentina,2007,15-24,1,4.43
Argentina,2007,25-34,1,4.04
Argentina,2007,55-74,1,3.56
Argentina,2007,35-54,1,3.37
Argentina,2007,75+,1,2.67
Argentina,2007,5-14,0,1.27
Argentina,2007,5-14,1,1
Argentina,2008,75+,0,32.19
Argentina,2008,15-24,0,18.33
Argentina,2008,55-74,0,17.6
Argentina,2008,25-34,0,16.74
Argentina,2008,35-54,0,12.94
Argentina,2008,15-24,1,5.42
Argentina,2008,35-54,1,3.71
Argentina,2008,55-74,1,3.5
Argentina,2008,75+,1,3.03
Argentina,2008,25-34,1,2.97
Argentina,2008,5-14,0,1.1
Argentina,2008,5-14,1,0.58
Argentina,2009,75+,0,27.09
Argentina,2009,15-24,0,17.72
Argentina,2009,55-74,0,16.17
Argentina,2009,25-34,0,15.7
Argentina,2009,35-54,0,11.87
Argentina,2009,15-24,1,4.91
Argentina,2009,55-74,1,3.56
Argentina,2009,25-34,1,3.29
Argentina,2009,35-54,1,3.17
Argentina,2009,75+,1,2.06
Argentina,2009,5-14,0,0.96
Argentina,2009,5-14,1,0.82
Argentina,2010,75+,0,31.35
Argentina,2010,15-24,0,19.77
Argentina,2010,25-34,0,14.98
Argentina,2010,55-74,0,14.49
Argentina,2010,35-54,0,12.33
Argentina,2010,15-24,1,4.47
Argentina,2010,35-54,1,3.37
Argentina,2010,25-34,1,3.15
Argentina,2010,55-74,1,3.08
Argentina,2010,75+,1,2.75
Argentina,2010,5-14,0,0.92
Argentina,2010,5-14,1,0.58
Argentina,2011,75+,0,26.38
Argentina,2011,15-24,0,19.96
Argentina,2011,25-34,0,15.65
Argentina,2011,55-74,0,14.92
Argentina,2011,35-54,0,10.64
Argentina,2011,15-24,1,5.1
Argentina,2011,35-54,1,3.21
Argentina,2011,25-34,1,3.16
Argentina,2011,55-74,1,2.85
Argentina,2011,75+,1,2.38
Argentina,2011,5-14,1,0.84
Argentina,2011,5-14,0,0.78
Argentina,2012,75+,0,32.68
Argentina,2012,15-24,0,21.4
Argentina,2012,25-34,0,18.85
Argentina,2012,55-74,0,15.88
Argentina,2012,35-54,0,11.44
Argentina,2012,15-24,1,6.03
Argentina,2012,35-54,1,3.28
Argentina,2012,55-74,1,3.24
Argentina,2012,25-34,1,3.16
Argentina,2012,75+,1,2.57
Argentina,2012,5-14,0,0.8
Argentina,2012,5-14,1,0.49
Argentina,2013,75+,0,24.03
Argentina,2013,15-24,0,19.96
Argentina,2013,25-34,0,15.25
Argentina,2013,55-74,0,13.75
Argentina,2013,35-54,0,12.2
Argentina,2013,15-24,1,4.93
Argentina,2013,25-34,1,3.16
Argentina,2013,35-54,1,3.08
Argentina,2013,55-74,1,3.01
Argentina,2013,75+,1,2.23
Argentina,2013,5-14,1,0.91
Argentina,2013,5-14,0,0.91
Argentina,2014,75+,0,27.16
Argentina,2014,15-24,0,21.13
Argentina,2014,25-34,0,16.2
Argentina,2014,55-74,0,13.72
Argentina,2014,35-54,0,12.73
Argentina,2014,15-24,1,6.02
Argentina,2014,35-54,1,3.77
Argentina,2014,25-34,1,3.66
Argentina,2014,55-74,1,3.15
Argentina,2014,75+,1,1.89
Argentina,2014,5-14,1,0.99
Argentina,2014,5-14,0,0.93
Argentina,2015,75+,0,34.38
Argentina,2015,15-24,0,18.74
Argentina,2015,55-74,0,14.31
Argentina,2015,25-34,0,14.13
Argentina,2015,35-54,0,12.25
Argentina,2015,15-24,1,4.51
Argentina,2015,55-74,1,3.55
Argentina,2015,25-34,1,3.52
Argentina,2015,35-54,1,3.13
Argentina,2015,75+,1,2.01
Argentina,2015,5-14,0,1.06
Argentina,2015,5-14,1,0.54
Armenia,1990,35-54,0,7.51
Armenia,1990,75+,0,7.43
Armenia,1990,55-74,0,5.98
Armenia,1990,25-34,0,5.21
Armenia,1990,35-54,1,4.19
Armenia,1990,15-24,0,3.67
Armenia,1990,55-74,1,2.68
Armenia,1990,75+,1,2.04
Armenia,1990,25-34,1,1.25
Armenia,1990,15-24,1,1.16
Armenia,1990,5-14,1,0
Armenia,1990,5-14,0,0
Armenia,1991,75+,0,17.36
Armenia,1991,25-34,0,6.37
Armenia,1991,55-74,1,4.44
Armenia,1991,55-74,0,4.43
Armenia,1991,35-54,0,4.02
Armenia,1991,75+,1,3.78
Armenia,1991,35-54,1,2.27
Armenia,1991,15-24,0,2.03
Armenia,1991,25-34,1,1.17
Armenia,1991,15-24,1,0
Armenia,1991,5-14,1,0
Armenia,1991,5-14,0,0
Armenia,1992,75+,0,10.64
Armenia,1992,55-74,0,6.97
Armenia,1992,35-54,0,6.1
Armenia,1992,25-34,0,4.8
Armenia,1992,55-74,1,3.8
Armenia,1992,75+,1,3.75
Armenia,1992,15-24,0,3
Armenia,1992,35-54,1,1.46
Armenia,1992,15-24,1,0.34
Armenia,1992,25-34,1,0
Armenia,1992,5-14,1,0
Armenia,1992,5-14,0,0
Armenia,1993,75+,1,11.3
Armenia,1993,55-74,0,8.83
Armenia,1993,75+,0,7.04
Armenia,1993,35-54,0,6.72
Armenia,1993,25-34,0,5.56
Armenia,1993,55-74,1,5.07
Armenia,1993,15-24,0,2.3
Armenia,1993,25-34,1,1.79
Armenia,1993,35-54,1,1.42
Armenia,1993,15-24,1,1.02
Armenia,1993,5-14,1,0
Armenia,1993,5-14,0,0
Armenia,1994,75+,0,24.82
Armenia,1994,75+,1,9.67
Armenia,1994,55-74,0,8.49
Armenia,1994,35-54,0,8.1
Armenia,1994,55-74,1,6.29
Armenia,1994,25-34,0,3.37
Armenia,1994,15-24,0,1.95
Armenia,1994,35-54,1,1.6
Armenia,1994,15-24,1,1.34
Armenia,1994,5-14,0,0.52
Armenia,1994,25-34,1,0.31
Armenia,1994,5-14,1,0.27
Armenia,1995,55-74,0,11.97
Armenia,1995,35-54,0,8.1
Armenia,1995,25-34,0,7.25
Armenia,1995,75+,0,7.14
Armenia,1995,75+,1,3.89
Armenia,1995,55-74,1,3.73
Armenia,1995,25-34,1,3.51
Armenia,1995,15-24,0,3.19
Armenia,1995,35-54,1,1.76
Armenia,1995,15-24,1,0.99
Armenia,1995,5-14,0,0.26
Armenia,1995,5-14,1,0
Armenia,1996,75+,0,10.75
Armenia,1996,55-74,0,7.31
Armenia,1996,35-54,0,5.86
Armenia,1996,25-34,0,4.57
Armenia,1996,55-74,1,3.97
Armenia,1996,35-54,1,1.49
Armenia,1996,15-24,0,1.25
Armenia,1996,25-34,1,1
Armenia,1996,15-24,1,0.32
Armenia,1996,5-14,1,0.27
Armenia,1996,5-14,0,0.26
Armenia,1996,75+,1,0
Armenia,1997,55-74,0,8.53
Armenia,1997,35-54,0,6.1
Armenia,1997,75+,1,5.84
Armenia,1997,75+,0,3.51
Armenia,1997,25-34,0,3.19
Armenia,1997,55-74,1,2.63
Armenia,1997,15-24,0,1.22
Armenia,1997,35-54,1,0.61
Armenia,1997,25-34,1,0.34
Armenia,1997,5-14,0,0.26
Armenia,1997,15-24,1,0
Armenia,1997,5-14,1,0
Armenia,1998,75+,0,6.76
Armenia,1998,55-74,0,6.58
Armenia,1998,35-54,0,4.49
Armenia,1998,25-34,0,2.14
Armenia,1998,55-74,1,1.99
Armenia,1998,75+,1,1.88
Armenia,1998,35-54,1,1.77
Armenia,1998,15-24,0,1.19
Armenia,1998,25-34,1,0.35
Armenia,1998,5-14,1,0.27
Armenia,1998,15-24,1,0
Armenia,1998,5-14,0,0
Armenia,1999,55-74,0,6.3
Armenia,1999,75+,1,5.28
Armenia,1999,35-54,0,4.74
Armenia,1999,55-74,1,3.03
Armenia,1999,25-34,0,2.14
Armenia,1999,15-24,0,1.74
Armenia,1999,35-54,1,0.75
Armenia,1999,25-34,1,0.7
Armenia,1999,15-24,1,0
Armenia,1999,5-14,1,0
Armenia,1999,5-14,0,0
Armenia,1999,75+,0,0
Armenia,2000,75+,0,10.64
Armenia,2000,75+,1,7.52
Armenia,2000,55-74,0,5.98
Armenia,2000,35-54,0,3.74
Armenia,2000,25-34,0,1.76
Armenia,2000,15-24,0,1.68
Armenia,2000,25-34,1,1.43
Armenia,2000,55-74,1,1.37
Armenia,2000,35-54,1,0.18
Armenia,2000,15-24,1,0
Armenia,2000,5-14,1,0
Armenia,2000,5-14,0,0
Armenia,2001,55-74,0,7.47
Armenia,2001,75+,0,7.46
Armenia,2001,75+,1,6.03
Armenia,2001,35-54,0,3.85
Armenia,2001,55-74,1,1.38
Armenia,2001,15-24,0,1.11
Armenia,2001,5-14,0,0.89
Armenia,2001,25-34,0,0.7
Armenia,2001,35-54,1,0.53
Armenia,2001,25-34,1,0.36
Armenia,2001,15-24,1,0
Armenia,2001,5-14,1,0
Armenia,2002,75+,0,10.32
Armenia,2002,55-74,0,9.67
Armenia,2002,25-34,0,5.81
Armenia,2002,35-54,0,5.26
Armenia,2002,75+,1,1.71
Armenia,2002,15-24,0,1.7
Armenia,2002,35-54,1,1.28
Armenia,2002,55-74,1,1.19
Armenia,2002,25-34,1,0.45
Armenia,2002,5-14,0,0.34
Armenia,2002,15-24,1,0.34
Armenia,2002,5-14,1,0
Armenia,2003,75+,0,9.23
Armenia,2003,55-74,0,7.21
Armenia,2003,35-54,0,4.96
Armenia,2003,75+,1,4.77
Armenia,2003,25-34,0,4.75
Armenia,2003,55-74,1,1.2
Armenia,2003,35-54,1,0.63
Armenia,2003,5-14,0,0.35
Armenia,2003,15-24,0,0.33
Armenia,2003,15-24,1,0
Armenia,2003,25-34,1,0
Armenia,2003,5-14,1,0
Armenia,2006,75+,0,12.47
Armenia,2006,55-74,0,11.38
Armenia,2006,35-54,0,4.63
Armenia,2006,15-24,0,3.62
Armenia,2006,55-74,1,3.35
Armenia,2006,25-34,0,3.19
Armenia,2006,75+,1,2.54
Armenia,2006,35-54,1,1.11
Armenia,2006,25-34,1,0.93
Armenia,2006,5-14,0,0.45
Armenia,2006,15-24,1,0
Armenia,2006,5-14,1,0
Armenia,2007,75+,0,14.2
Armenia,2007,55-74,0,7.02
Armenia,2007,35-54,0,5.25
Armenia,2007,55-74,1,3.32
Armenia,2007,15-24,0,2.57
Armenia,2007,25-34,0,2.09
Armenia,2007,35-54,1,1.8
Armenia,2007,75+,1,1.26
Armenia,2007,15-24,1,1.04
Armenia,2007,5-14,0,0.47
Armenia,2007,25-34,1,0
Armenia,2007,5-14,1,0
Armenia,2008,75+,0,14.93
Armenia,2008,55-74,0,9.05
Armenia,2008,35-54,0,2.56
Armenia,2008,35-54,1,2.09
Armenia,2008,55-74,1,1.92
Armenia,2008,25-34,0,1.6
Armenia,2008,15-24,0,0.94
Armenia,2008,25-34,1,0.79
Armenia,2008,5-14,1,0.5
Armenia,2008,5-14,0,0.45
Armenia,2008,15-24,1,0.32
Armenia,2008,75+,1,0
Armenia,2009,75+,0,15.76
Armenia,2009,55-74,0,5.8
Armenia,2009,35-54,0,4.83
Armenia,2009,15-24,0,1.92
Armenia,2009,75+,1,1.25
Armenia,2009,55-74,1,1.21
Armenia,2009,25-34,0,1.01
Armenia,2009,25-34,1,0.87
Armenia,2009,35-54,1,0.69
Armenia,2009,15-24,1,0.36
Armenia,2009,5-14,1,0
Armenia,2009,5-14,0,0
Armenia,2010,75+,0,11.47
Armenia,2010,55-74,0,6.73
Armenia,2010,25-34,0,4.93
Armenia,2010,35-54,0,4.33
Armenia,2010,15-24,0,3.17
Armenia,2010,55-74,1,2.76
Armenia,2010,75+,1,2.45
Armenia,2010,5-14,1,1.2
Armenia,2010,35-54,1,1.17
Armenia,2010,5-14,0,1.04
Armenia,2010,15-24,1,0.74
Armenia,2010,25-34,1,0.42
Armenia,2011,75+,1,6.92
Armenia,2011,35-54,0,6.74
Armenia,2011,55-74,0,5.64
Armenia,2011,25-34,0,3.81
Armenia,2011,75+,0,3.6
Armenia,2011,15-24,0,2.85
Armenia,2011,15-24,1,1.54
Armenia,2011,55-74,1,1.17
Armenia,2011,35-54,1,0.71
Armenia,2011,25-34,1,0
Armenia,2011,5-14,1,0
Armenia,2011,5-14,0,0
Armenia,2012,75+,0,8.83
Armenia,2012,35-54,0,6.9
Armenia,2012,55-74,0,5.18
Armenia,2012,25-34,0,4.48
Armenia,2012,75+,1,3.29
Armenia,2012,15-24,0,1.96
Armenia,2012,35-54,1,1.63
Armenia,2012,25-34,1,1.54
Armenia,2012,55-74,1,1.46
Armenia,2012,15-24,1,0.78
Armenia,2012,5-14,0,0.52
Armenia,2012,5-14,1,0
Armenia,2013,75+,0,11.94
Armenia,2013,75+,1,6.31
Armenia,2013,55-74,0,5.04
Armenia,2013,55-74,1,3.92
Armenia,2013,25-34,0,3.59
Armenia,2013,35-54,0,3.51
Armenia,2013,35-54,1,1.42
Armenia,2013,15-24,0,0.82
Armenia,2013,5-14,0,0.52
Armenia,2013,15-24,1,0.41
Armenia,2013,25-34,1,0
Armenia,2013,5-14,1,0
Armenia,2014,75+,0,14.97
Armenia,2014,75+,1,6.12
Armenia,2014,55-74,0,5.35
Armenia,2014,35-54,0,3.58
Armenia,2014,25-34,0,2.37
Armenia,2014,55-74,1,1.38
Armenia,2014,15-24,0,1.3
Armenia,2014,15-24,1,0.88
Armenia,2014,5-14,1,0.58
Armenia,2014,35-54,1,0.48
Armenia,2014,25-34,1,0
Armenia,2014,5-14,0,0
Armenia,2015,75+,0,19.56
Armenia,2015,55-74,0,6.92
Armenia,2015,75+,1,4.96
Armenia,2015,35-54,0,4.21
Armenia,2015,25-34,0,3.91
Armenia,2015,55-74,1,1.68
Armenia,2015,15-24,1,1.42
Armenia,2015,35-54,1,0.97
Armenia,2015,15-24,0,0.92
Armenia,2015,25-34,1,0.73
Armenia,2015,5-14,1,0
Armenia,2015,5-14,0,0
Armenia,2016,75+,0,19.37
Armenia,2016,55-74,0,6.73
Armenia,2016,35-54,0,4.56
Armenia,2016,15-24,0,2.47
Armenia,2016,75+,1,1.95
Armenia,2016,55-74,1,1.95
Armenia,2016,25-34,0,1.56
Armenia,2016,35-54,1,0.74
Armenia,2016,25-34,1,0.72
Armenia,2016,15-24,1,0.51
Aruba,1995,75+,0,224.97
Aruba,1995,25-34,0,53.19
Aruba,1995,55-74,0,21.94
Aruba,1995,35-54,0,8.41
Aruba,1995,15-24,1,0
Aruba,1995,25-34,1,0
Aruba,1995,35-54,1,0
Aruba,1995,5-14,1,0
Aruba,1995,55-74,1,0
Aruba,1995,75+,1,0
Aruba,1995,15-24,0,0
Aruba,1995,5-14,0,0
Aruba,1999,25-34,0,56.89
Aruba,1999,15-24,0,36.85
Aruba,1999,35-54,0,21.73
Aruba,1999,15-24,1,0
Aruba,1999,25-34,1,0
Aruba,1999,35-54,1,0
Aruba,1999,5-14,1,0
Aruba,1999,55-74,1,0
Aruba,1999,75+,1,0
Aruba,1999,5-14,0,0
Aruba,1999,55-74,0,0
Aruba,1999,75+,0,0
Aruba,2000,75+,1,133.42
Aruba,2000,75+,0,101.11
Aruba,2000,25-34,0,43.94
Aruba,2000,35-54,0,14.06
Aruba,2000,35-54,1,12.8
Aruba,2000,15-24,1,0
Aruba,2000,25-34,1,0
Aruba,2000,5-14,1,0
Aruba,2000,55-74,1,0
Aruba,2000,15-24,0,0
Aruba,2000,5-14,0,0
Aruba,2000,55-74,0,0
Aruba,2001,35-54,0,27.28
Aruba,2001,15-24,1,0
Aruba,2001,25-34,1,0
Aruba,2001,35-54,1,0
Aruba,2001,5-14,1,0
Aruba,2001,55-74,1,0
Aruba,2001,75+,1,0
Aruba,2001,15-24,0,0
Aruba,2001,25-34,0,0
Aruba,2001,5-14,0,0
Aruba,2001,55-74,0,0
Aruba,2001,75+,0,0
Aruba,2002,55-74,0,65.4
Aruba,2002,25-34,0,30.96
Aruba,2002,15-24,0,16.84
Aruba,2002,35-54,0,13.26
Aruba,2002,15-24,1,0
Aruba,2002,25-34,1,0
Aruba,2002,35-54,1,0
Aruba,2002,5-14,1,0
Aruba,2002,55-74,1,0
Aruba,2002,75+,1,0
Aruba,2002,5-14,0,0
Aruba,2002,75+,0,0
Aruba,2003,35-54,0,12.93
Aruba,2003,15-24,1,0
Aruba,2003,25-34,1,0
Aruba,2003,35-54,1,0
Aruba,2003,5-14,1,0
Aruba,2003,55-74,1,0
Aruba,2003,75+,1,0
Aruba,2003,15-24,0,0
Aruba,2003,25-34,0,0
Aruba,2003,5-14,0,0
Aruba,2003,55-74,0,0
Aruba,2003,75+,0,0
Aruba,2004,75+,0,88.03
Aruba,2004,55-74,0,44.76
Aruba,2004,25-34,0,16.22
Aruba,2004,15-24,1,15.04
Aruba,2004,35-54,0,12.67
Aruba,2004,25-34,1,0
Aruba,2004,35-54,1,0
Aruba,2004,5-14,1,0
Aruba,2004,55-74,1,0
Aruba,2004,75+,1,0
Aruba,2004,15-24,0,0
Aruba,2004,5-14,0,0
Aruba,2005,55-74,0,28.62
Aruba,2005,35-54,0,18.74
Aruba,2005,15-24,1,14.61
Aruba,2005,25-34,1,14.28
Aruba,2005,55-74,1,12.29
Aruba,2005,35-54,1,11.04
Aruba,2005,5-14,1,0
Aruba,2005,75+,1,0
Aruba,2005,15-24,0,0
Aruba,2005,25-34,0,0
Aruba,2005,5-14,0,0
Aruba,2005,75+,0,0
Aruba,2006,25-34,0,66.73
Aruba,2006,35-54,0,18.65
Aruba,2006,35-54,1,10.93
Aruba,2006,15-24,1,0
Aruba,2006,25-34,1,0
Aruba,2006,5-14,1,0
Aruba,2006,55-74,1,0
Aruba,2006,75+,1,0
Aruba,2006,15-24,0,0
Aruba,2006,5-14,0,0
Aruba,2006,55-74,0,0
Aruba,2006,75+,0,0
Aruba,2007,25-34,0,33.7
Aruba,2007,35-54,0,18.7
Aruba,2007,15-24,0,15.53
Aruba,2007,55-74,0,13.09
Aruba,2007,55-74,1,11.17
Aruba,2007,15-24,1,0
Aruba,2007,25-34,1,0
Aruba,2007,35-54,1,0
Aruba,2007,5-14,1,0
Aruba,2007,75+,1,0
Aruba,2007,5-14,0,0
Aruba,2007,75+,0,0
Aruba,2008,25-34,0,17.1
Aruba,2008,55-74,0,12.56
Aruba,2008,35-54,0,6.28
Aruba,2008,35-54,1,5.5
Aruba,2008,15-24,1,0
Aruba,2008,25-34,1,0
Aruba,2008,5-14,1,0
Aruba,2008,55-74,1,0
Aruba,2008,75+,1,0
Aruba,2008,15-24,0,0
Aruba,2008,5-14,0,0
Aruba,2008,75+,0,0
Aruba,2009,25-34,0,17.46
Aruba,2009,35-54,0,12.71
Aruba,2009,55-74,0,12.06
Aruba,2009,15-24,1,0
Aruba,2009,25-34,1,0
Aruba,2009,35-54,1,0
Aruba,2009,5-14,1,0
Aruba,2009,55-74,1,0
Aruba,2009,75+,1,0
Aruba,2009,15-24,0,0
Aruba,2009,5-14,0,0
Aruba,2009,75+,0,0
Aruba,2010,35-54,0,25.74
Aruba,2010,55-74,0,23.09
Aruba,2010,55-74,1,9.82
Aruba,2010,15-24,1,0
Aruba,2010,25-34,1,0
Aruba,2010,35-54,1,0
Aruba,2010,5-14,1,0
Aruba,2010,75+,1,0
Aruba,2010,15-24,0,0
Aruba,2010,25-34,0,0
Aruba,2010,5-14,0,0
Aruba,2010,75+,0,0
Aruba,2011,55-74,0,33.56
Aruba,2011,35-54,0,19.5
Aruba,2011,25-34,1,15.96
Aruba,2011,15-24,0,14.91
Aruba,2011,55-74,1,9.49
Aruba,2011,15-24,1,0
Aruba,2011,35-54,1,0
Aruba,2011,5-14,1,0
Aruba,2011,75+,1,0
Aruba,2011,25-34,0,0
Aruba,2011,5-14,0,0
Aruba,2011,75+,0,0
Australia,1985,75+,0,30.59
Australia,1985,25-34,0,27.48
Australia,1985,55-74,0,23.95
Australia,1985,15-24,0,23.23
Australia,1985,35-54,0,21.55
Australia,1985,75+,1,9.4
Australia,1985,55-74,1,8.47
Australia,1985,35-54,1,7.8
Australia,1985,15-24,1,5.29
Australia,1985,25-34,1,5.02
Australia,1985,5-14,1,0.32
Australia,1985,5-14,0,0.31
Australia,1986,75+,0,38.08
Australia,1986,25-34,0,27.86
Australia,1986,55-74,0,26.74
Australia,1986,35-54,0,24.7
Australia,1986,15-24,0,21.62
Australia,1986,35-54,1,8.95
Australia,1986,55-74,1,8.04
Australia,1986,25-34,1,6.77
Australia,1986,15-24,1,5.86
Australia,1986,75+,1,5.68
Australia,1986,5-14,0,1.41
Australia,1986,5-14,1,0.08
Australia,1987,75+,0,45.34
Australia,1987,25-34,0,27.79
Australia,1987,35-54,0,27.28
Australia,1987,55-74,0,26.73
Australia,1987,15-24,0,25.58
Australia,1987,75+,1,9.02
Australia,1987,55-74,1,8.34
Australia,1987,35-54,1,7.43
Australia,1987,15-24,1,5.49
Australia,1987,25-34,1,5.27
Australia,1987,5-14,0,0.47
Australia,1987,5-14,1,0.08
Australia,1988,75+,0,36.27
Australia,1988,25-34,0,28.94
Australia,1988,15-24,0,26.22
Australia,1988,55-74,0,25.55
Australia,1988,35-54,0,25.37
Australia,1988,75+,1,9.13
Australia,1988,25-34,1,7.82
Australia,1988,35-54,1,7.78
Australia,1988,55-74,1,7.74
Australia,1988,15-24,1,3.95
Australia,1988,5-14,0,0.47
Australia,1988,5-14,1,0.08
Australia,1989,75+,0,34.1
Australia,1989,25-34,0,29.02
Australia,1989,15-24,0,25.23
Australia,1989,55-74,0,24.62
Australia,1989,35-54,0,22.02
Australia,1989,55-74,1,9.25
Australia,1989,75+,1,6.86
Australia,1989,25-34,1,6.29
Australia,1989,35-54,1,6.23
Australia,1989,15-24,1,3.78
Australia,1989,5-14,0,0.63
Australia,1989,5-14,1,0.08
Australia,1990,75+,0,31.42
Australia,1990,25-34,0,29.54
Australia,1990,15-24,0,26.6
Australia,1990,55-74,0,25.66
Australia,1990,35-54,0,24.72
Australia,1990,75+,1,7.95
Australia,1990,25-34,1,7.78
Australia,1990,55-74,1,7.26
Australia,1990,35-54,1,6.31
Australia,1990,15-24,1,4.72
Australia,1990,5-14,0,0.39
Australia,1990,5-14,1,0
Australia,1991,75+,0,39.64
Australia,1991,25-34,0,30.14
Australia,1991,35-54,0,27.68
Australia,1991,15-24,0,25.18
Australia,1991,55-74,0,21.28
Australia,1991,75+,1,8.11
Australia,1991,35-54,1,7.62
Australia,1991,55-74,1,7.05
Australia,1991,25-34,1,6.46
Australia,1991,15-24,1,6.2
Australia,1991,5-14,0,0.54
Australia,1991,5-14,1,0.25
Australia,1992,75+,0,29.14
Australia,1992,25-34,0,28.72
Australia,1992,15-24,0,27.33
Australia,1992,55-74,0,25.01
Australia,1992,35-54,0,24.78
Australia,1992,75+,1,9.05
Australia,1992,55-74,1,7.41
Australia,1992,25-34,1,6.8
Australia,1992,35-54,1,6.31
Australia,1992,15-24,1,5.62
Australia,1992,5-14,0,0.31
Australia,1992,5-14,1,0.16
Australia,1993,75+,0,30.87
Australia,1993,25-34,0,27.73
Australia,1993,15-24,0,23.69
Australia,1993,55-74,0,22.19
Australia,1993,35-54,0,21.89
Australia,1993,35-54,1,6.88
Australia,1993,75+,1,6.66
Australia,1993,25-34,1,5.39
Australia,1993,55-74,1,5.39
Australia,1993,15-24,1,3.72
Australia,1993,5-14,0,0.38
Australia,1993,5-14,1,0.16
Australia,1994,75+,0,31.66
Australia,1994,25-34,0,30.11
Australia,1994,15-24,0,27
Australia,1994,35-54,0,26.54
Australia,1994,55-74,0,23.12
Australia,1994,35-54,1,6.75
Australia,1994,75+,1,6.31
